"Company";"TypeName";"Inches";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price";"id"
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"window";"2";69477.0;192
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"N/A";"2.1";33513.0;193
"HP";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.6;8;"HDD";2048;0;"Intel";"window";"2.69";20726.0;194
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"AMD";"window";"1.9";30103.0;195
"Acer";"Notebook";15.6;1366;768;0;"AMD";"A9-Series 9420";3.0;4;"SSD";128;0;"AMD";"window";"2.2";22697.0;196
"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;16;"SSD";512;0;"Nvidia";"window";"2.37";67719.0;197
"Toshiba";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;4;"HDD";500;0;"Intel";"window";"2.65";26054.0;198
"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";256;0;"Nvidia";"window";"2.3";105228.0;199
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"window";"1.83";75072.0;200
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.7;4;"HDD";1024;0;"Nvidia";"window";"2.8";28238.0;201
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"N/A";"2.5";18381.0;202
"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;16;"Hybrid";256;2048;"AMD";"window";"2.1";69211.0;203
"Microsoft";"Ultrabook";13.5;2256;1504;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"window";"1.48";71395.0;204
"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Nvidia";"N/A";"3.2";37189.0;205
"Acer";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"window";"1.6";45128.0;206
"Dell";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"window";"1.96";42571.0;207
"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";1.6;8;"Hybrid";128;1024;"AMD";"window";"1.84";57809.0;208
"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";1.8;8;"HDD";1024;0;"Intel";"window";"2.2";44702.0;209
"Asus";"Gaming";17.3;1920;1080;0;"AMD";"Ryzen 1700";3.0;16;"Hybrid";256;1024;"AMD";"window";"1.6";117163.0;210
"Dell";"Gaming";15.6;3840;2160;0;"Intel";"Core i7";2.8;16;"Hybrid";512;1024;"Nvidia";"window";"2.2";98302.0;211
"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Nvidia";"window";"2.36";49177.0;212
"Lenovo";"Notebook";15.6;1920;1080;0;"AMD";"A10-Series 9600P";2.4;6;"HDD";1024;0;"AMD";"window";"2";26587.0;213
"HP";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Nvidia";"window";"2.8";37243.0;214
"Asus";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"window";"1.21";50350.0;215
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"window";"2";23816.0;216
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;6;"HDD";1024;0;"Intel";"window";"2.45";29251.0;217
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"linux";"2.2";41505.0;218
"Asus";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";1.8;8;"SSD";512;512;"Intel";"window";"2.8";79867.0;219
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i3";2.7;4;"SSD";128;0;"Intel";"window";"2.1";31915.0;220
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"HDD";2048;0;"Nvidia";"N/A";"2.2";29251.0;221
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"window";"2.8";31914.0;222
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";"window";"4.7";26267.0;223
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"window";"2.2";44169.0;224
"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"AMD";"window";"2.5";49651.0;225
"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";1.8;16;"SSD";512;0;"Intel";"window";"2.25";68145.0;226
"Acer";"Notebook";15.6;1366;768;0;"AMD";"A9-Series 9420";3.0;4;"SSD";256;0;"AMD";"window";"7.2";24029.0;227
"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";"window";"2.2";77203.0;228
"Lenovo";"Workstation";15.6;3840;2160;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";"window";"1.49";130270.0;229
"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";1.6;8;"Hybrid";128;1024;"AMD";"window";"2.5";52161.0;230
"Lenovo";"2 in 1 Convertible";14.0;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"window";"2.1";47899.0;231
"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;8;"Hybrid";128;1024;"AMD";"window";"1.4";57809.0;232
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";512;0;"Nvidia";"window";"1.2";67239.0;233
"HP";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.9;8;"SSD";512;0;"Intel";"window";"2.2";81732.0;234
"Mediacom";"Notebook";13.3;1920;1080;0;"Intel";"Celeron Quad";1.1;4;"SSD";32;0;"Intel";"window";"2.4";19660.0;235
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.9;16;"SSD";512;0;"Nvidia";"window";"3";130483.0;236
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";"window";"3.35";16464.0;237
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;4;"HDD";1024;0;"Intel";"window";"1.44";31254.0;238
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";"window";"1.16";66561.0;239
"Asus";"Gaming";17.3;1920;1080;0;"AMD";"Ryzen 1600";3.2;8;"Hybrid";256;1024;"AMD";"window";"1.15";90310.0;240
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"window";"1.88";71662.0;241
"Apple";"Ultrabook";15.4;2880;1800;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"AMD";"macos";"2.65";130002.0;242
"Microsoft";"Ultrabook";33.5;2256;1504;1;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"window";"1.5";95851.0;243
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"AMD";"linux";"1.25";36089.0;244
"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;8;"HDD";1024;0;"Nvidia";"window";"0.0002";54239.0;245
"Dell";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"window";"1.5";55891.0;246
"Lenovo";"Notebook";25.6;1920;1080;0;"Intel";"Core i5";1.6;8;"Hybrid";256;1024;"AMD";"window";"1.84";60979.0;247
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Intel";"window";"1.4";31861.0;248
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"window";"2.2";46886.0;249
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"SSD";256;0;"AMD";"window";"1.7";26581.0;250
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;6;"SSD";256;0;"Intel";"window";"2.7";30849.0;251
"HP";"Notebook";17.3;1600;900;0;"Intel";"Core i3";2.0;8;"SSD";256;0;"Intel";"window";"2.3";34094.0;252
"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"window";"2.15";87859.0;253
"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"window";"2.5";113753.0;254
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"linux";"3.2";46833.0;255
"Lenovo";"Notebook";17.3;1600;900;0;"AMD";"A8-Series 7410";2.2;4;"SSD";128;0;"AMD";"window";"1.95";26054.0;256
"Acer";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"window";"2.1";36710.0;257
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Intel";"window";"2.2";26037.0;258
"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"window";"1.1";67399.0;259
"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";"window";"1.7";29251.0;260
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";"N/A";"1.32";21498.0;261
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"window";"2";72940.0;262
"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;6;"SSD";256;0;"Nvidia";"window";"2.8";35112.0;263
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Nvidia";"window";"2";28984.0;264
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"window";"2.2";23923.0;265
"HP";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";"window";"2.62";18488.0;266
"HP";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";1.6;4;"SSD";128;0;"Intel";"window";"2.6";38681.0;267
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"window";"2.5";22106.0;268
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";"linux";"1.91";31963.0;269
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"window";"2.4";119827.0;270
"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"window";"2.2";133680.0;271
"Chuwi";"Notebook";15.6;1920;1080;0;"Intel";"Atom x5-Z8350";1.4;4;"Flash Storage";64;0;"Intel";"window";"2.1";13261.0;272
"Acer";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"SSD";128;0;"Intel";"window";"2.02";23177.0;273
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"AMD";"window";"2.2";42486.0;274
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";"window";"2.19";30103.0;275
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Pentium Quad";1.6;4;"SSD";256;0;"Intel";"window";"1.36";21258.0;276
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"window";"2.2";39907.0;277
"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"window";"2.2";99793.0;278
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"window";"2.65";55358.0;279
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"window";"3";55891.0;280
"Toshiba";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"window";"2.2";72621.0;281
"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;12;"HDD";1024;0;"Nvidia";"window";"1.38";95851.0;282
"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Nvidia";"window";"2.54";124569.0;283
"Toshiba";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";"window";"1.64";93080.0;284
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"AMD";"N/A";"2.36";42571.0;285
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";"window";"2.4";101179.0;286
"Chuwi";"Notebook";15.6;1920;1080;0;"Intel";"Atom x5-Z8300";1.4;4;"Flash Storage";64;0;"Intel";"window";"2";13053.0;287
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"window";"2.23";39534.0;288
"HP";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"window";"1.36";74539.0;289
"Acer";"Notebook";15.6;1920;1080;0;"AMD";"A8-Series 7410";2.2;8;"SSD";256;0;"AMD";"window";"2.2";24988.0;290
"MSI";"Gaming";18.4;1920;1080;0;"Intel";"Core i7";2.9;32;"Hybrid";512;1024;"Nvidia";"window";"1.25";149131.0;291
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"window";"1.86";45768.0;292
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"Hybrid";128;1024;"AMD";"window";"1.91";52161.0;293
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.9;8;"SSD";256;0;"Nvidia";"window";"2.05";111355.0;294
"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"window";"2.17";63563.0;295
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Nvidia";"window";"2";57489.0;296
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"N/A";"3.2";43104.0;297
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"AMD";"window";"2.31";40908.0;298
"Dell";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";512;0;"Intel";"window";"2.8";89510.0;299
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";256;0;"AMD";"linux";"1.65";47899.0;300
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"window";"2.36";69211.0;301
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"AMD";"window";"2.5";43317.0;302
"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"window";"1.86";74539.0;303
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";512;1024;"Nvidia";"window";"1.252";93187.0;304
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";"window";"3.42";23390.0;305
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"window";"2.2";78854.0;306
"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"window";"1.58";87859.0;307
"Asus";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"window";"1.85";15238.0;308
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"HDD";1024;0;"Intel";"window";"1.3";42304.0;309
"Dell";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Pentium Quad";1.6;4;"HDD";500;0;"Intel";"window";"2.4";25521.0;310
"Lenovo";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"window";"2.04";95797.0;311
"Dell";"Workstation";15.6;3840;2160;0;"Intel";"Xeon E3-1505M";3.0;16;"Hybrid";256;1024;"Nvidia";"window";"1.47";162770.0;312
"Google";"Ultrabook";12.3;2400;1600;1;"Intel";"Core i7";1.3;16;"SSD";512;0;"Intel";"other";"1.63";117163.0;313
"Apple";"Ultrabook";13.3;2560;1600;0;"Intel";"Core i5";2.9;8;"SSD";512;0;"Intel";"macos";"4.42";104370.0;314
"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"window";"2.8";109011.0;315
"Microsoft";"Ultrabook";13.5;2256;1504;1;"Intel";"Core M";2.2;4;"SSD";128;0;"Intel";"window";"1.252";52694.0;316
"Xiaomi";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Nvidia";"N/A";"1.25";63883.0;317
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";1024;0;"Nvidia";"window";"2.2";47899.0;318
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"AMD";"window";"2.4";47899.0;319
"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"window";"2.5";88178.0;320
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";"N/A";"1.3";74485.0;321
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";500;0;"Intel";"window";"2.23";16197.0;322
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"linux";"1.4";45075.0;323
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"Hybrid";256;1024;"Nvidia";"window";"1.58";60224.0;324
"Asus";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"window";"2.37";55939.0;325
"Apple";"Ultrabook";12.0;2304;1440;0;"Intel";"Core M";1.2;8;"SSD";256;0;"Intel";"macos";"1.5";67261.0;326
"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";"window";"2.33";68184.0;327
"Asus";"Notebook";15.6;1366;768;0;"AMD";"A9-Series 9420";3.0;4;"HDD";1024;0;"AMD";"window";"2.67";24988.0;328
"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"window";"1.5";52641.0;329
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.7;12;"HDD";1024;0;"Intel";"window";"2.9";37992.0;330
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"linux";"2";20779.0;331
"Dell";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"window";"1.36";46833.0;332
"Asus";"Notebook";14.0;1366;768;0;"AMD";"E-Series E2-6110";1.5;2;"Flash Storage";32;0;"AMD";"window";"5.8";10603.0;333
"Lenovo";"Notebook";35.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"window";"2.2";21792.0;334
"Dell";"Notebook";15.6;1366;768;1;"Intel";"Core i3";2.4;6;"HDD";1024;0;"Intel";"window";"2.26";23390.0;335
"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";"window";"2.2";160520.0;336
"Apple";"Ultrabook";13.3;2560;1600;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"macos";"2.5";80908.0;337
"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"N/A";"2.02";31382.0;338
"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;"Intel";"Core i7";1.8;8;"SSD";512;0;"Intel";"window";"2.2";98515.0;339
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";1024;0;"Intel";"window";"3.78";18541.0;340
"Asus";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"window";"1.4";103896.0;341
"Lenovo";"Ultrabook";24.0;2560;1440;0;"Intel";"Core i7";2.7;24;"SSD";512;0;"Intel";"window";"1.29";126913.0;342
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";1024;0;"Intel";"N/A";"2.1";13446.0;343
"HP";"2 in 1 Convertible";13.3;3840;2160;1;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"window";"1.23";79867.0;344
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Nvidia";"window";"1.9";46833.0;345
"HP";"Notebook";17.3;1920;1080;0;"AMD";"A6-Series 9220";2.5;4;"HDD";500;0;"AMD";"window";"1.1";23390.0;346
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"linux";"3.25";29784.0;347
"Dell";"Ultrabook";13.3;3840;2160;1;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"window";"1.37";103843.0;348
"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";1.6;8;"HDD";1024;0;"Intel";"window";"1.42";43263.0;349
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Nvidia";"window";"2.06";24988.0;350
"Asus";"Gaming";15.6;1920;1080;0;"AMD";"FX 9830P";3.0;8;"HDD";1024;0;"AMD";"window";"1.79";37243.0;351
"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";"window";"1.63";39207.0;352
"HP";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"window";"2.6";71129.0;353
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"AMD";"window";"1.28";39694.0;354
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";1024;0;"Intel";"window";"1.7";16304.0;355
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"window";"1.05";58555.0;356
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"window";"1.21";43636.0;357
"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;8;"Hybrid";128;1024;"AMD";"linux";"1.62";58555.0;358
"Acer";"Notebook";17.3;1920;1080;0;"Intel";"Core i3";2.7;4;"SSD";256;0;"Nvidia";"window";"2.16";37403.0;359
"Asus";"Notebook";14.0;1366;768;0;"AMD";"E-Series 6110";1.5;4;"SSD";64;0;"AMD";"window";"2.18";14811.0;360
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";180;0;"Intel";"window";"1.91";72674.0;361
"Toshiba";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.2;4;"HDD";500;0;"Intel";"window";"1.49";23816.0;362
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"N/A";"1.59";29251.0;363
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"HDD";1024;0;"Nvidia";"window";"1.89";39694.0;364
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"window";"2.3";79867.0;365
"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";500;0;"Intel";"window";"1.8";45821.0;366
"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"window";"1.75";89084.0;367
"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;16;"Hybrid";256;2048;"AMD";"window";"2.17";74379.0;368
"Dell";"2 in 1 Convertible";17.3;1920;1080;1;"Intel";"Core i5";1.6;12;"HDD";1024;0;"Nvidia";"window";"1.5";53227.0;369
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"AMD";"window";"2.06";34046.0;370
"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Nvidia";"window";"1.36";54932.0;371
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"N/A";"0.91";46300.0;372
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"window";"2.3";36763.0;373
"Lenovo";"Notebook";17.3;1600;900;0;"AMD";"A6-Series 9220";2.5;8;"HDD";1024;0;"AMD";"window";"1.05";27652.0;374
"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";1.6;8;"Hybrid";128;1024;"AMD";"linux";"1.99";47366.0;375
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"window";"2.2";92121.0;376
"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"window";"4.33";46301.0;377
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"AMD";"window";"1.3";65511.0;378
"Asus";"Notebook";15.6;1366;768;0;"AMD";"A9-Series 9420";3.0;4;"HDD";1024;0;"AMD";"window";"2.17";21472.0;379
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"window";"1.48";84768.0;380
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"linux";"1.4";20726.0;381
"Acer";"Notebook";15.6;1920;1080;1;"Intel";"Core i7";2.7;12;"HDD";1024;0;"Intel";"window";"2.3";35112.0;382
"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Core i5";2.6;8;"HDD";500;0;"AMD";"window";"2.2";72940.0;383
